sampleid,lakeid,date,Bacillariophyta_Acanthoceras,Bacillariophyta_Asterionella,Bacillariophyta_Aulacoseira,Bacillariophyta_Cocconeis,Bacillariophyta_Cyclotella,Bacillariophyta_Cymbella,Bacillariophyta_Fragilaria,Bacillariophyta_Gomphonema,Bacillariophyta_Navicula,Bacillariophyta_Nitzschia,Bacillariophyta_Pinnularia,Bacillariophyta_Stephanodiscus,Bacillariophyta_Surirella,Bacillariophyta_Synedra,Bacillariophyta_Urosolenia,Chlorophyta_Actinastrum,Chlorophyta_Ankistrodesmus,Chlorophyta_Carteria,Chlorophyta_Chlamydomonas,Chlorophyta_Chlorogonium,Chlorophyta_Chloromonas,Chlorophyta_Closteriopsis,Chlorophyta_Closterium,Chlorophyta_Coelastrum,Chlorophyta_Cosmarium,Chlorophyta_Crucigenia,Chlorophyta_Desmodesmus,Chlorophyta_Dictyosphaerium,Chlorophyta_Elakatothrix,Chlorophyta_Eudorina,Chlorophyta_Gloeocystis,Chlorophyta_Gloeomonas,Chlorophyta_Golenkinia,Chlorophyta_Kirchneriella,Chlorophyta_Lagerheimia,Chlorophyta_Micractinium,Chlorophyta_Nephrocytium,Chlorophyta_Oocystis,Chlorophyta_Pandorina,Chlorophyta_Paradoxia,Chlorophyta_Pediastrum,Chlorophyta_Phacotus,Chlorophyta_Quadrigula,Chlorophyta_Scenedesmus,Chlorophyta_Schroederia,Chlorophyta_Selenastrum,Chlorophyta_Spermatozopsis,Chlorophyta_Sphaerocystis,Chlorophyta_Staurastrum,Chlorophyta_Tetraedron,Chlorophyta_Tetrastrum,Chlorophyta_Treubaria,Chlorophyta_Volvox,Chrysophyta_Bicosoeca,Chrysophyta_Dinobryon,Chrysophyta_Mallomonas,Chrysophyta_Stichogloea,Chrysophyta_Uroglena,Cryptophyta_Cryptomonas,Cryptophyta_Komma,Cyanophyta_Anabaena,Cyanophyta_Anabaenopsis,Cyanophyta_Aphanizomenon,Cyanophyta_Aphanocapsa,Cyanophyta_Aphanothece,Cyanophyta_Chroococcus,Cyanophyta_Coelosphaerium,Cyanophyta_Cuspidothrix(Aphanizomenon),Cyanophyta_Cyanodictyon,Cyanophyta_Cylindrospermopsis,Cyanophyta_Gomphosphaeria,Cyanophyta_Heteroleibleinia,Cyanophyta_Jaaginema,Cyanophyta_Limnothrix,Cyanophyta_Merismopedia,Cyanophyta_Microcystis,Cyanophyta_Planktolyngbya,Cyanophyta_Planktothrix,Cyanophyta_Pseudanabaena,Cyanophyta_Pseudanabaenaceae(family),Cyanophyta_Raphidiopsis,Cyanophyta_Rhabdogloea,Cyanophyta_Romeria,Cyanophyta_Snowella,Cyanophyta_Synechococcaceae(family),Cyanophyta_Synechocystis,Cyanophyta_Woronichinia,Dinophyta_Ceratium,Dinophyta_Gymnodinium,Dinophyta_Peridinium,Euglenophyta_Euglena,Euglenophyta_Phacus,Euglenophyta_Trachelomonas,Haptophyta_Chrysochromulina
2014189001,28,7/9/14,0,0,0,0,2.606581349,0,0,0,0,0,0,0,0,0,0,0,0.03711213,0,0.174645317,0,0,0,0,0.545766614,0,0.850547362,0.79463619,0,0,0,0,0.117885589,0,0.233588111,0.013098399,0,0,0,0,0,0,0,0,0.331826101,0.17246225,0.043661329,0,0.235771177,0,0,0.034929063,0,0,0,0,0,0,0,1.982224342,0.10478719,0,0,0,2.069547001,0,0.279432506,0,0,0,0,0,0,0,0,0.725466867,0.048027462,2.816155729,0,0.694215133,0,4.446906372,0,0,1.331670538,0.55449888,0,0,0,0,0,0,0,1.497583589,0
2014189002,80,7/9/14,0,0,0,0,0.199246964,0,0,0,0,0,0,0,0,0.253689114,0,0,0.062430715,0,1.574727703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021253009,0,0,0,0,0,0.042506019,0.019924696,0,0,0.071728907,0,0,0,0,0,0,0,0,0,0,22.56538282,0.265662619,0,0,0,0.071728907,0,0,0,0,0,0,0,0,0,0,0,0,0.119548178,0,0.023909636,0.199246964,0,0,0,0.499445723,0.427716816,0,0,0,0,0,0,7.651083413,3.942433259,0
2014189004,88,7/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000785238,0,0.000785238,0,0,0,0,0,0,0,0,0,0,0,0,0.006281903,0,0,0,0,0,0.006281903,0,0,0.117785681,0,0,0,0.238815459,0,0,0.002650178,0,0,0,0,0,0,0,0.081468429,0,0,0.872202969,0.166528167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007557915,0,0,0,0,0,0,0,0,0.002061249,0,0,1.953279212,0,0,0,0,0.017177079,0.007067141
2014189005,91,7/9/14,0,0,0.441696304,0,0.022084815,0,0.114513857,0,0,0,0,0,0,0,0,0,0.007770583,0,0.326364492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447421997,0,0,4.193661023,0.022902771,0,0,0.912839029,0.229027713,0,0,0,0,0,0,0,0,0,0,0,0.121875462,0.46991579,42.5857992,0.002453868,0,0,0,0,0.939013625,0.053167148,0,0,0,0,0,0.779103203,0,2.032620956,0
2014189006,129,7/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063274266,0,0,0,0,0,0,0.013156506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006888731,0,0,0,0,0,0,0.12961019,0,0,0,0.407455656,0.261261485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012246632,0,0.001148122,0,0,0,0,0,0.041587522,0,0,2.234882792,0,0,0,0,0,0
2014189007,132,7/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010011783,0.000736161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02591285,0,0,0.003975267,0.108215595,0,0,0,29.44642029,0,0,0,0,0,0.334658567,0.379133178,0,0,1.333039446,0.36925811,0,0,0,0,0,0,0,0,0,0,0,13.56066547,0,0,0,0,0,0,0,0,0.007508837,0,0,0,0,0,0,0,0,0.000883393
2014190001,12,7/10/14,0,0,4.563606216,0,0.032597187,7.077211545,0,0,0,0,0,0,0,0,0,0,0.066401678,0,0.028975278,0,0,0.555359487,0.048292129,0,0,2.084424511,2.158658178,0,0,0,0,0.065194375,0.338044905,0.006036516,0,1.043109992,0,1.663663853,0,0,0.724381939,0,0.173851665,0,0.036219097,0.022938761,0,0.325971873,0,0,0,0,0,0,0,0,0,0,0.887367875,0.101413471,0,0,0,0,0,0.154534814,0,0,0,0,0,0,0,0,0.115288966,0.097791562,0,0,0,0,0,0,0,0.683333629,0.16057133,0,0,0,0,0,0.679108068,0,0,0.007243819
2014190002,15,7/10/14,0,0,0,0,3.732692784,0,0,0,0.022594993,0,0,0,0,0,0,0,0.030126657,0,0.144607953,0,0,0,0,0,0,0,0.15364595,0,0,0,0,0,0.048202651,0.02108866,0,0,0,0.024101325,0,0,0,0,0,0.241013255,0,0,0,0,0.108455965,0,0,0,0,0,0,0,0,0,0.650735788,0.048202651,0,0,0,0.771242415,0.527216495,0,0,0,0,0,0,0,0,0,4.643290476,0,0.967065685,0,0.659773785,0,0.067784978,0,0,10.25210133,0.527216495,0,0,0,0,0,0,0,0.108455965,0
2014190004,73,7/10/14,0,0,0,0,0.007229529,0,4.385914391,0,0,0,0,0,0,0,0,0,0,0,0.025972753,0,0,0,0,0,0,0.065457227,0.098535806,0,0,0,0,0,0.007229529,0,0,0,0,0.11727903,0,0,0,0,0,0,0.006827889,0.003213124,0,0.021688588,0,0.018409845,0,0,0,0,0,0,0,0,0.053552068,0.051409986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78104378,0,0,0.035344365,0,0,0,0,0,0.001874322,0,0,0,0,0,0,0,0,0.123705278
2014190005,90,7/10/14,0,0,2.472085876,0,0,0,0,0,0,0,0,0,0,2.885261037,3.57079071,0,0.105292547,0,0.146493978,0,0,0,0,0,0,0,9.375614582,0,0,0,0,0,0.123604294,0,0,0,0,0.247208588,0,0,0,0,0,0,0,0.036623494,0,0.572242101,1.144484202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56074183,10.46516354,0,0,0,0,0,0,0,0,0,0.559565777,11.33497154,37.69487935,0,0.041201431,0,0,0,1.524452957,0,0.036623494,0,0,0,0,0,0,0,0,0.123604294
2014190006,257,7/10/14,0,0,0,0,0.577105028,0,0,0,0,0.068036384,0,0,0,12.41664001,0,0,0.327738658,0,0.181681212,0,0,0,0,0,0,0.476254685,0.099746548,0.042748521,0,0,0,0,0,0,0.005343565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028499014,0,0,0,0,0,0,0,0.751661487,0.056998027,0,0,0,0,0,0,0,0,0,0,0,0,0.106871301,0,0.367396471,0,1.229019967,0,0.427485206,9.295988431,0,0,0,0.096184171,0.195930719,0,0,0,0,0,0,0,0.801534761,0.080153476
2014195001,5,7/15/14,0,0,4.057960569,0,0.021777964,0,0,0,0,0.003080952,0,1.771274381,0,0,0,0,0.003226365,0,0.10969641,0,0,0,0,0,0,0,0.01290546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118972209,0.00645273,0,0.412974719,0,0,0,0,0,0,0,0,0,0.130667782,14.16780629,0.293599214,3.06988629,0,0.580745699,0.712220072,0.029037285,0,0,0,0,0,0,0,0,0,0.006161903,1.761595286,0.993767864,0.459757011,0.009679095,0,0,0,0,0.021777964,0.013712051,0,0.806591248,0,0,0,0,0,0,0.055654796
2014195002,9,7/15/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003039272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106098226,0,0,70.44391735,0,0,0,0,0,0,0,0,0,0,0,0.028495221,4.429600948,0,0,0.024037879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014195003,13,7/15/14,0,0,0,0,0.249705644,0.041617607,0,0,0,0,0,0,0,0,0,0,0.009248357,0,0.004624179,0.013872536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015606603,0,0,0,0,0,0,0.01734067,0,0,0,0,0,0,0,0,0,0,0.031213206,0,0,0.088437416,0.020808804,0,0,0,0.015606603,0,0,0,0,0,0,0,0,0,0,0.300272039,0,0.055273385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243347398,0.001734067
2014195005,32,7/15/14,0,0,0,0,0.135966615,0,0,0,0,0,0,0,0,0,0,0,0.005517486,0,0.025616898,0,0,0,0,0,0,0,0.200205914,0,0,0,0,0.400411828,0,0,0,0,0,0.414993755,0,0,0,0,0,0,0.045322205,0.004729274,0,0.215970159,0,0.060967668,0,0,0,0,0,0,0,0,4.987413077,0.020099413,0.252227923,0,18.65589283,0,0,0.025222792,0,1.073545098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.324418123,0,0,0,0,0.426422833,0
2014195007,34,7/15/14,0,0,3.053004855,0,1.228269083,0,0,0,0,0,0,0,0,0.548887957,0,0.050883414,0.01036514,0,0.16772681,0,0,0,0.047114272,0,0,0.014397061,0.002826856,0,0,0,0,0,0.060306269,0,0.011307425,0,0,0.050883414,0,0,1.766785217,0,0.007067141,0,0.04146056,0.015076567,0,1.179741382,0,0,0,0,0,0,0,0,0,0,1.618846402,0.44098959,0.341107333,0,0.113074254,1.868552046,0,0,0,0,0,0,0,0,0,0,0.309536815,0,0.08480569,0,0.025441707,0,0,0,0,1.067609414,0.067844552,0,0,3.872793196,0,0,0,0,0.117785681,0.018374566
2014195008,46,7/15/14,0.082301195,0,0,0,0,0,0,0,0,0.008605871,0,0,0,0,0,0,0,0,0.207807204,0,0,0,0.1272289,0,0,0,0,0.453252957,0,0,0,0.153734921,0.033927707,0,0,0.815855323,0.339277067,0.065204811,0,0,0,0,0.10178312,0.067855413,0.054602403,0.001060241,0.058843366,0.159566246,0.73527702,0.032398573,0,0,0,0,0.042409633,0.023855419,0,0,0.664771004,0.212048167,2.34684309,0,1.984770845,3.301589963,0,0,0,0.051686741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33166249,0.031277105,0,0,0,0,0,0,0,0.291036109,0
2014195009,51,7/15/14,0,0,0.427861017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158467,0,0.022185386,0,0,0,0.00990419,0,0,0,0.031693409,0.396167608,0.002377006,0,0,0.021393051,0,0,0,0,0,0.010696525,0,0,0,0,0,0,0.003961676,0.003961676,0,0.806201083,0,0,0,0,0,0,0,0,0,0,0.084383701,0.053482627,1.478497514,0,3.826688035,0.783619529,0.252358767,0,0,1.345385198,0,0.041597599,0,0,0.255528107,0,0,3.901458607,0.080223941,5.067776046,0.003565508,0,0,0,0,0.474608795,0.007131017,0,11.64336601,0,0,0,0,0,0.161636384,0.017233291
2014195010,98,7/15/14,0,0,0,0,0.794549487,0,0,0.012485282,0,0,0,0,0,0,0,0,0,0,0.015490998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008670335,0,0,0,0,0,0,0,0,0,0,0.010404402,0,0,0.083235215,0.610391574,0.093639617,0,0.672817985,0.094333243,0,0,0,0,0,0,0,0,0,0,0.000883153,1.423322171,0,0,0.006589454,0,0,0,0,0,0.019652759,0,0,0,0,0,0,0,0,0
2014195011,99,7/15/14,0,0,0.310567714,0,0.012422709,0,1.159452799,0,0,0,0,0,0,0,0,0,0,0,0.04416963,0,0,0,0,0,0,0,0,0,0,0,0,0.012422709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02898632,0.049690834,2.712751469,0,14.30937547,4.408221137,0,0,0,0,0,0,0,0,0,0,0,18.44818231,0.080057455,0,0.302976059,0,0,0,0,0.140790697,0.005521204,0,5.537307315,0,0,0,0.220848152,0,0.30504651,0.011042408
2014195012,104,7/15/14,0,0,0.79593674,0,0.123812382,0,0.012282974,0,0,0,0,0,0,0.028150504,0,0,0.015722207,0,0.064362786,0,0,0,0,0,0,0,0.023583311,0,0,0,0,0.003930552,0,0,0,0,0,0.003930552,0.251555315,0.013756931,0,0,0,0,0,0,0,0,0,0,0.007861104,0,0,0,0,0,0,0,0.728134722,0.188666487,0,0,5.365203213,0.691285799,0,0,0,0,0,0,0,0,0,0,0.0018767,0.496232165,0,0.456926647,0,0,0,0,0,1.06960141,0.087946097,0,0,0,0,0,0,0,0.28299973,0.002947914
2014195013,126,7/15/14,0,0,0,0,0.080094263,0,0.357283233,0,0,0,0,0,0,0,0,0,0,1.919121365,0.046329035,0,0,0,0,0,0,0,0,0,0,0,0,0.048684748,0,0,0,0,0,0.098154734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635301888,0,0,0,0.785237874,0,0,1.696113809,0,0,0,0,0,0,0,0,0,0.067137838,0,0,0,0,0,0,0.296034679,0.09972521,0,3.297999072,0,0,0,0,0,0.196309469,0.015312139
2014195014,128,7/15/14,0,0,0.232433707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03541847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138906811,0,0,0,0,0,0,0.019922889,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256802258,0.097400791,0,0,9.832634957,0,0,0,0,2.513604516,0,0,0,0,0,0,0.028537437,0.292202374,0,1.377999834,0,0,0,0,0,0,0.099061032,0,0,0,0,0,0,0,0.647493898,0
2014195015,72,7/15/14,0,0,0,0,0.108433722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011566264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002891566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196626482,0,0,15.07826989,0,0,0,0,0,0,0,0,0,0,0,0.001380621,8.535902584,0,0,0.088915652,0,0,0,0,0,0.036144574,0,0,0,0,0,0,0,0,0
2014196001,47,7/16/14,0,0,0,0,0.318697591,0,0,0,0,0,0,0,0,0,0,0,0.49951892,0.144657063,0.488217587,0.004520533,0,0,0,0,0,0,0,2.070404211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056506665,0.036164266,0,0.061027198,0,0,0,0.018082133,0,0,0,0.483697054,0,0,0.768490646,0.343560524,0,0.813695978,0.271231993,51.8120914,0,0.289314126,0,0,0,0,0,0.0135616,0,1.203591967,0,8.821820561,1.213763167,0,0.142396796,0.261060793,0,0,0,12.15829697,0,0,0,0,0,0,0,0,2.034239945,0.091540798
2014196002,50,7/16/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004337349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004337349,0,0,0,0,0.014638552,0,0,0,0,0,0,0.012198794,0,0,0,0,0,0,0,0,0,0.208192746,0,0,0,0.474939702,0.130120466,0,0,0,0.014638552,0,0,0,0,0,0,0,0,0,0,0.008283726,0,0,0,0,0,0,0,0,0,0.245193826,0,0,0,0,0,0,0,0,0.003253012
2014196003,70,7/16/14,0,0,0,0,0.287221516,0,0,0,0,0,0,0,0,1.324092696,0,0,0.037966062,0,0.211289391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089137712,0,0,0,0,0,0,0.049520951,0.006602793,0,0,0,0,0,0,0,0,0,0,0,0,0.448989956,0.287221516,0,0,5.625580038,9.432090475,0,0,0,1.386586629,0,0,0,0,0,1.832275189,0,14.02760472,2.322532604,0,1.138981874,0.623963983,0,0,0,4.750709903,0.013205587,0,0,0,0,0,1.54752972,0,0,0.297125706
2014196004,71,7/16/14,0,0,0,0,0.054715118,0,0,0,0,0,0,0,0,0,0,0,0,0.004559593,0.063834305,0,0,0,0,0,0,0,0,0,0,0.123109016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007694314,0,0,0.059844661,0,0,0,0,0,0,0,0,0,0,0.176684236,0.118549423,5.510268378,0,8.502702571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09404161,0,63.99389051,0,0,0,0,0,0,0
2014196005,89,7/16/14,0,0,0,0,0.07017871,0,0,0,0,0,0,0,0,0.031170108,0.125668854,0,0,0,0.188775291,0,0,0,0.008160315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014688567,0,0,0,0,0.006528252,0,0,0,0,0.102819971,0,0.056106194,0,0,0,0,0,0.05385808,0,0,0.095203677,0.02176084,0.958021,0,1.288513765,1.100010484,0.034817345,0,0,0,0,0,0,0,0,0,0.052989183,0,0.176262808,0,0,0.004896189,0,0,0,1.047784467,0.051681996,0,0,0,0,0,0,0,0,0.038353481
