"","OTU name","Qiime assigned OTU name"
"7280","OTU-7280","578307"
"7281","OTU-7281","New.CleanUp.ReferenceOTU22067"
"7282","OTU-7282","New.CleanUp.ReferenceOTU86088"
"7283","OTU-7283","New.CleanUp.ReferenceOTU57602"
"7284","OTU-7284","New.CleanUp.ReferenceOTU46029"
"7285","OTU-7285","New.CleanUp.ReferenceOTU47636"
"7286","OTU-7286","New.CleanUp.ReferenceOTU99048"
"7287","OTU-7287","715163"
"7288","OTU-7288","322987"
"7289","OTU-7289","2770485"
"7290","OTU-7290","New.CleanUp.ReferenceOTU61172"
"7291","OTU-7291","823732"
"7292","OTU-7292","737649"
"7293","OTU-7293","1739135"
"7294","OTU-7294","353224"
"7295","OTU-7295","584832"
"7296","OTU-7296","4296689"
"7297","OTU-7297","New.CleanUp.ReferenceOTU25216"
"7298","OTU-7298","New.CleanUp.ReferenceOTU12924"
"7299","OTU-7299","New.CleanUp.ReferenceOTU26324"
"7300","OTU-7300","New.CleanUp.ReferenceOTU63369"
"7301","OTU-7301","New.CleanUp.ReferenceOTU28315"
"7302","OTU-7302","New.CleanUp.ReferenceOTU87416"
"7303","OTU-7303","New.CleanUp.ReferenceOTU29571"
"7304","OTU-7304","New.CleanUp.ReferenceOTU9859"
"7305","OTU-7305","New.CleanUp.ReferenceOTU85701"
"7306","OTU-7306","New.CleanUp.ReferenceOTU51385"
"7307","OTU-7307","New.CleanUp.ReferenceOTU77974"
"7308","OTU-7308","New.CleanUp.ReferenceOTU1579"
"7309","OTU-7309","New.CleanUp.ReferenceOTU64730"
"7310","OTU-7310","New.CleanUp.ReferenceOTU42841"
"7311","OTU-7311","100595"
"7312","OTU-7312","New.CleanUp.ReferenceOTU38171"
"7313","OTU-7313","New.CleanUp.ReferenceOTU25533"
"7314","OTU-7314","New.CleanUp.ReferenceOTU67963"
"7315","OTU-7315","New.CleanUp.ReferenceOTU98238"
"7316","OTU-7316","New.CleanUp.ReferenceOTU81808"
"7317","OTU-7317","New.CleanUp.ReferenceOTU33399"
"7318","OTU-7318","New.CleanUp.ReferenceOTU24735"
"7319","OTU-7319","New.CleanUp.ReferenceOTU5794"
"7320","OTU-7320","New.CleanUp.ReferenceOTU16387"
"7321","OTU-7321","New.CleanUp.ReferenceOTU69141"
"7322","OTU-7322","New.CleanUp.ReferenceOTU40117"
"7323","OTU-7323","New.CleanUp.ReferenceOTU94198"
"7324","OTU-7324","New.CleanUp.ReferenceOTU103544"
"7325","OTU-7325","New.CleanUp.ReferenceOTU50382"
"7326","OTU-7326","New.CleanUp.ReferenceOTU98665"
"7327","OTU-7327","New.CleanUp.ReferenceOTU21051"
"7328","OTU-7328","New.CleanUp.ReferenceOTU25629"
"7329","OTU-7329","New.CleanUp.ReferenceOTU4905"
"7330","OTU-7330","New.CleanUp.ReferenceOTU46893"
"7331","OTU-7331","New.CleanUp.ReferenceOTU94140"
"7332","OTU-7332","New.CleanUp.ReferenceOTU105145"
"7333","OTU-7333","New.CleanUp.ReferenceOTU62399"
"7334","OTU-7334","New.CleanUp.ReferenceOTU39428"
"7335","OTU-7335","New.CleanUp.ReferenceOTU3786"
"7336","OTU-7336","New.CleanUp.ReferenceOTU36971"
"7337","OTU-7337","1094923"
"7338","OTU-7338","New.CleanUp.ReferenceOTU83417"
"7339","OTU-7339","New.CleanUp.ReferenceOTU52933"
"7340","OTU-7340","New.CleanUp.ReferenceOTU56989"
"7341","OTU-7341","New.CleanUp.ReferenceOTU95162"
"7342","OTU-7342","New.CleanUp.ReferenceOTU24090"
"7343","OTU-7343","New.CleanUp.ReferenceOTU488"
"7344","OTU-7344","329744"
"7345","OTU-7345","New.CleanUp.ReferenceOTU95180"
"7346","OTU-7346","New.CleanUp.ReferenceOTU3252"
"7347","OTU-7347","New.CleanUp.ReferenceOTU85231"
"7348","OTU-7348","New.CleanUp.ReferenceOTU93311"
"7349","OTU-7349","New.CleanUp.ReferenceOTU9862"
"7350","OTU-7350","New.CleanUp.ReferenceOTU61878"
"7351","OTU-7351","New.CleanUp.ReferenceOTU38074"
"7352","OTU-7352","New.CleanUp.ReferenceOTU89276"
"7353","OTU-7353","New.CleanUp.ReferenceOTU15756"
"7354","OTU-7354","New.CleanUp.ReferenceOTU35083"
"7355","OTU-7355","New.CleanUp.ReferenceOTU16115"
"7356","OTU-7356","New.CleanUp.ReferenceOTU7256"
"7357","OTU-7357","4414230"
"7358","OTU-7358","568643"
"7359","OTU-7359","843686"
"7360","OTU-7360","New.CleanUp.ReferenceOTU14650"
"7361","OTU-7361","819002"
"7362","OTU-7362","667312"
"7363","OTU-7363","New.CleanUp.ReferenceOTU61855"
"7364","OTU-7364","New.CleanUp.ReferenceOTU79446"
"7365","OTU-7365","New.CleanUp.ReferenceOTU46264"
"7366","OTU-7366","New.CleanUp.ReferenceOTU20824"
"7367","OTU-7367","3198356"
"7368","OTU-7368","New.CleanUp.ReferenceOTU88402"
"7369","OTU-7369","New.CleanUp.ReferenceOTU21338"
"7370","OTU-7370","New.CleanUp.ReferenceOTU32950"
"7371","OTU-7371","New.CleanUp.ReferenceOTU43366"
"7372","OTU-7372","New.CleanUp.ReferenceOTU24052"
"7373","OTU-7373","New.CleanUp.ReferenceOTU78295"
"7374","OTU-7374","New.CleanUp.ReferenceOTU104952"
"7375","OTU-7375","New.CleanUp.ReferenceOTU63824"
"7376","OTU-7376","242608"
"7377","OTU-7377","862949"
"7378","OTU-7378","New.CleanUp.ReferenceOTU78120"
"7379","OTU-7379","697211"
"7380","OTU-7380","New.CleanUp.ReferenceOTU51850"
"7381","OTU-7381","406491"
"7382","OTU-7382","155693"
"7383","OTU-7383","365101"
"7384","OTU-7384","New.CleanUp.ReferenceOTU78010"
"7385","OTU-7385","942536"
"7386","OTU-7386","128604"
"7387","OTU-7387","New.CleanUp.ReferenceOTU94982"
"7388","OTU-7388","New.CleanUp.ReferenceOTU75154"
"7389","OTU-7389","518775"
"7390","OTU-7390","169628"
"7391","OTU-7391","167924"
"7392","OTU-7392","New.CleanUp.ReferenceOTU41374"
"7393","OTU-7393","4439950"
"7394","OTU-7394","New.CleanUp.ReferenceOTU74690"
"7395","OTU-7395","New.CleanUp.ReferenceOTU62800"
"7396","OTU-7396","New.CleanUp.ReferenceOTU106057"
"7397","OTU-7397","4400334"
"7398","OTU-7398","New.CleanUp.ReferenceOTU45291"
"7399","OTU-7399","New.CleanUp.ReferenceOTU65758"
"7400","OTU-7400","New.CleanUp.ReferenceOTU49127"
"7401","OTU-7401","New.CleanUp.ReferenceOTU76156"
"7402","OTU-7402","4299769"
"7403","OTU-7403","2990433"
"7404","OTU-7404","607810"
"7405","OTU-7405","11302"
"7406","OTU-7406","828162"
"7407","OTU-7407","New.CleanUp.ReferenceOTU51447"
"7408","OTU-7408","New.CleanUp.ReferenceOTU87626"
"7409","OTU-7409","1141330"
"7410","OTU-7410","532752"
"7411","OTU-7411","New.CleanUp.ReferenceOTU71802"
"7412","OTU-7412","New.CleanUp.ReferenceOTU22136"
"7413","OTU-7413","New.CleanUp.ReferenceOTU87552"
"7414","OTU-7414","New.CleanUp.ReferenceOTU66887"
"7415","OTU-7415","New.CleanUp.ReferenceOTU73192"
"7416","OTU-7416","New.CleanUp.ReferenceOTU94440"
"7417","OTU-7417","New.CleanUp.ReferenceOTU90882"
"7418","OTU-7418","New.CleanUp.ReferenceOTU19213"
"7419","OTU-7419","New.CleanUp.ReferenceOTU26540"
"7420","OTU-7420","New.CleanUp.ReferenceOTU27569"
"7421","OTU-7421","New.CleanUp.ReferenceOTU40564"
"7422","OTU-7422","New.CleanUp.ReferenceOTU39362"
"7423","OTU-7423","New.CleanUp.ReferenceOTU101358"
"7424","OTU-7424","New.CleanUp.ReferenceOTU84410"
"7425","OTU-7425","New.CleanUp.ReferenceOTU44301"
"7426","OTU-7426","New.CleanUp.ReferenceOTU102393"
"7427","OTU-7427","New.CleanUp.ReferenceOTU58714"
"7428","OTU-7428","New.CleanUp.ReferenceOTU44812"
"7429","OTU-7429","563388"
"7430","OTU-7430","New.CleanUp.ReferenceOTU5845"
"7431","OTU-7431","New.CleanUp.ReferenceOTU3642"
"7432","OTU-7432","543279"
"7433","OTU-7433","New.CleanUp.ReferenceOTU74023"
"7434","OTU-7434","540056"
"7435","OTU-7435","103353"
"7436","OTU-7436","New.CleanUp.ReferenceOTU7670"
"7437","OTU-7437","New.CleanUp.ReferenceOTU89630"
"7438","OTU-7438","New.CleanUp.ReferenceOTU2556"
"7439","OTU-7439","New.CleanUp.ReferenceOTU42496"
"7440","OTU-7440","New.CleanUp.ReferenceOTU103123"
"7441","OTU-7441","New.CleanUp.ReferenceOTU24520"
"7442","OTU-7442","142604"
"7443","OTU-7443","New.CleanUp.ReferenceOTU90861"
"7444","OTU-7444","1130167"
"7445","OTU-7445","1144319"
"7446","OTU-7446","New.CleanUp.ReferenceOTU24067"
"7447","OTU-7447","New.CleanUp.ReferenceOTU101169"
"7448","OTU-7448","New.CleanUp.ReferenceOTU28781"
"7449","OTU-7449","New.CleanUp.ReferenceOTU24527"
"7450","OTU-7450","New.CleanUp.ReferenceOTU64125"
"7451","OTU-7451","New.CleanUp.ReferenceOTU17957"
"7452","OTU-7452","New.CleanUp.ReferenceOTU64520"
"7453","OTU-7453","1105603"
"7454","OTU-7454","New.CleanUp.ReferenceOTU57494"
"7455","OTU-7455","New.CleanUp.ReferenceOTU56085"
"7456","OTU-7456","552259"
"7457","OTU-7457","New.CleanUp.ReferenceOTU90611"
"7458","OTU-7458","1138143"
"7459","OTU-7459","New.CleanUp.ReferenceOTU107175"
"7460","OTU-7460","1541"
"7461","OTU-7461","New.CleanUp.ReferenceOTU29918"
"7462","OTU-7462","New.CleanUp.ReferenceOTU70530"
"7463","OTU-7463","New.CleanUp.ReferenceOTU29619"
"7464","OTU-7464","New.CleanUp.ReferenceOTU63101"
"7465","OTU-7465","New.CleanUp.ReferenceOTU9544"
"7466","OTU-7466","583095"
"7467","OTU-7467","New.CleanUp.ReferenceOTU33370"
"7468","OTU-7468","New.CleanUp.ReferenceOTU92668"
"7469","OTU-7469","New.CleanUp.ReferenceOTU50989"
"7470","OTU-7470","New.CleanUp.ReferenceOTU39898"
"7471","OTU-7471","44586"
"7472","OTU-7472","New.CleanUp.ReferenceOTU78134"
"7473","OTU-7473","New.CleanUp.ReferenceOTU94713"
"7474","OTU-7474","New.CleanUp.ReferenceOTU52266"
"7475","OTU-7475","New.CleanUp.ReferenceOTU19002"
"7476","OTU-7476","38040"
"7477","OTU-7477","New.CleanUp.ReferenceOTU33068"
"7478","OTU-7478","New.CleanUp.ReferenceOTU87979"
"7479","OTU-7479","New.CleanUp.ReferenceOTU8072"
"7480","OTU-7480","New.CleanUp.ReferenceOTU72493"
"7481","OTU-7481","New.CleanUp.ReferenceOTU106163"
"7482","OTU-7482","New.CleanUp.ReferenceOTU10700"
"7483","OTU-7483","817308"
"7484","OTU-7484","New.CleanUp.ReferenceOTU55665"
"7485","OTU-7485","New.CleanUp.ReferenceOTU36642"
"7486","OTU-7486","New.CleanUp.ReferenceOTU8899"
"7487","OTU-7487","New.CleanUp.ReferenceOTU33390"
"7488","OTU-7488","New.CleanUp.ReferenceOTU28453"
"7489","OTU-7489","New.CleanUp.ReferenceOTU93774"
"7490","OTU-7490","799987"
"7491","OTU-7491","New.CleanUp.ReferenceOTU102574"
"7492","OTU-7492","New.CleanUp.ReferenceOTU65745"
"7493","OTU-7493","591966"
"7494","OTU-7494","New.CleanUp.ReferenceOTU1828"
"7495","OTU-7495","New.CleanUp.ReferenceOTU66836"
"7496","OTU-7496","151126"
"7497","OTU-7497","New.CleanUp.ReferenceOTU28930"
"7498","OTU-7498","New.CleanUp.ReferenceOTU44666"
"7499","OTU-7499","248909"
"7500","OTU-7500","996068"
"7501","OTU-7501","4352242"
"7502","OTU-7502","180684"
"7503","OTU-7503","New.CleanUp.ReferenceOTU44963"
"7504","OTU-7504","New.CleanUp.ReferenceOTU33429"
"7505","OTU-7505","New.CleanUp.ReferenceOTU1775"
"7506","OTU-7506","New.CleanUp.ReferenceOTU51145"
"7507","OTU-7507","New.CleanUp.ReferenceOTU67591"
"7508","OTU-7508","New.CleanUp.ReferenceOTU82388"
"7509","OTU-7509","578358"
"7510","OTU-7510","537033"
"7511","OTU-7511","New.CleanUp.ReferenceOTU93385"
"7512","OTU-7512","New.CleanUp.ReferenceOTU10465"
"7513","OTU-7513","New.CleanUp.ReferenceOTU63617"
"7514","OTU-7514","New.CleanUp.ReferenceOTU6954"
"7515","OTU-7515","New.CleanUp.ReferenceOTU12942"
"7516","OTU-7516","New.CleanUp.ReferenceOTU17236"
"7517","OTU-7517","New.CleanUp.ReferenceOTU74403"
"7518","OTU-7518","New.CleanUp.ReferenceOTU1648"
"7519","OTU-7519","4295399"
"7520","OTU-7520","New.CleanUp.ReferenceOTU28215"
"7521","OTU-7521","New.CleanUp.ReferenceOTU82927"
"7522","OTU-7522","New.CleanUp.ReferenceOTU38567"
"7523","OTU-7523","New.CleanUp.ReferenceOTU99131"
"7524","OTU-7524","New.CleanUp.ReferenceOTU63706"
"7525","OTU-7525","4117602"
"7526","OTU-7526","New.CleanUp.ReferenceOTU106630"
"7527","OTU-7527","New.CleanUp.ReferenceOTU107878"
"7528","OTU-7528","New.CleanUp.ReferenceOTU90391"
"7529","OTU-7529","New.CleanUp.ReferenceOTU15273"
"7530","OTU-7530","New.CleanUp.ReferenceOTU94608"
"7531","OTU-7531","New.CleanUp.ReferenceOTU99601"
"7532","OTU-7532","New.CleanUp.ReferenceOTU42055"
"7533","OTU-7533","New.ReferenceOTU16"
"7534","OTU-7534","New.CleanUp.ReferenceOTU66622"
"7535","OTU-7535","New.CleanUp.ReferenceOTU54939"
"7536","OTU-7536","New.CleanUp.ReferenceOTU6627"
"7537","OTU-7537","New.CleanUp.ReferenceOTU106214"
"7538","OTU-7538","New.CleanUp.ReferenceOTU37186"
"7539","OTU-7539","New.CleanUp.ReferenceOTU83917"
"7540","OTU-7540","New.CleanUp.ReferenceOTU10986"
"7541","OTU-7541","New.CleanUp.ReferenceOTU16188"
"7542","OTU-7542","New.CleanUp.ReferenceOTU29029"
"7543","OTU-7543","New.CleanUp.ReferenceOTU78140"
"7544","OTU-7544","New.CleanUp.ReferenceOTU12287"
"7545","OTU-7545","New.CleanUp.ReferenceOTU10015"
"7546","OTU-7546","New.CleanUp.ReferenceOTU77453"
"7547","OTU-7547","New.CleanUp.ReferenceOTU43458"
"7548","OTU-7548","New.CleanUp.ReferenceOTU80395"
"7549","OTU-7549","New.CleanUp.ReferenceOTU50164"
"7550","OTU-7550","New.CleanUp.ReferenceOTU50767"
"7551","OTU-7551","New.CleanUp.ReferenceOTU54540"
"7552","OTU-7552","New.ReferenceOTU185"
"7553","OTU-7553","New.CleanUp.ReferenceOTU54191"
"7554","OTU-7554","New.CleanUp.ReferenceOTU100040"
"7555","OTU-7555","New.CleanUp.ReferenceOTU47587"
"7556","OTU-7556","New.CleanUp.ReferenceOTU68715"
"7557","OTU-7557","New.CleanUp.ReferenceOTU70909"
"7558","OTU-7558","New.CleanUp.ReferenceOTU89342"
"7559","OTU-7559","New.CleanUp.ReferenceOTU5589"
"7560","OTU-7560","New.CleanUp.ReferenceOTU10548"
"7561","OTU-7561","New.CleanUp.ReferenceOTU30719"
"7562","OTU-7562","New.CleanUp.ReferenceOTU103983"
"7563","OTU-7563","810353"
"7564","OTU-7564","New.CleanUp.ReferenceOTU7883"
"7565","OTU-7565","New.CleanUp.ReferenceOTU79817"
"7566","OTU-7566","New.CleanUp.ReferenceOTU102659"
"7567","OTU-7567","New.CleanUp.ReferenceOTU25893"
"7568","OTU-7568","New.CleanUp.ReferenceOTU30790"
"7569","OTU-7569","New.CleanUp.ReferenceOTU10216"
"7570","OTU-7570","New.CleanUp.ReferenceOTU720"
"7571","OTU-7571","New.CleanUp.ReferenceOTU102056"
"7572","OTU-7572","New.CleanUp.ReferenceOTU99291"
"7573","OTU-7573","New.CleanUp.ReferenceOTU12957"
"7574","OTU-7574","New.CleanUp.ReferenceOTU14508"
"7575","OTU-7575","New.CleanUp.ReferenceOTU3140"
"7576","OTU-7576","New.CleanUp.ReferenceOTU61217"
"7577","OTU-7577","New.CleanUp.ReferenceOTU73469"
"7578","OTU-7578","New.ReferenceOTU227"
"7579","OTU-7579","New.CleanUp.ReferenceOTU8288"
"7580","OTU-7580","New.CleanUp.ReferenceOTU82078"
"7581","OTU-7581","New.CleanUp.ReferenceOTU18294"
"7582","OTU-7582","New.CleanUp.ReferenceOTU18337"
"7583","OTU-7583","New.CleanUp.ReferenceOTU46498"
"7584","OTU-7584","New.CleanUp.ReferenceOTU51136"
"7585","OTU-7585","New.CleanUp.ReferenceOTU17199"
"7586","OTU-7586","New.CleanUp.ReferenceOTU82790"
"7587","OTU-7587","New.CleanUp.ReferenceOTU93306"
"7588","OTU-7588","New.CleanUp.ReferenceOTU12235"
"7589","OTU-7589","New.CleanUp.ReferenceOTU41632"
"7590","OTU-7590","New.CleanUp.ReferenceOTU66181"
"7591","OTU-7591","New.CleanUp.ReferenceOTU107851"
"7592","OTU-7592","New.CleanUp.ReferenceOTU73611"
"7593","OTU-7593","New.CleanUp.ReferenceOTU11405"
"7594","OTU-7594","New.CleanUp.ReferenceOTU21904"
"7595","OTU-7595","New.CleanUp.ReferenceOTU12779"
"7596","OTU-7596","New.CleanUp.ReferenceOTU58125"
"7597","OTU-7597","New.CleanUp.ReferenceOTU20314"
"7598","OTU-7598","New.CleanUp.ReferenceOTU325"
"7599","OTU-7599","New.CleanUp.ReferenceOTU27047"
"7600","OTU-7600","New.CleanUp.ReferenceOTU83092"
"7601","OTU-7601","53331"
"7602","OTU-7602","New.CleanUp.ReferenceOTU34372"
"7603","OTU-7603","New.CleanUp.ReferenceOTU16306"
"7604","OTU-7604","New.CleanUp.ReferenceOTU6836"
"7605","OTU-7605","New.CleanUp.ReferenceOTU14611"
"7606","OTU-7606","New.CleanUp.ReferenceOTU90438"
"7607","OTU-7607","New.CleanUp.ReferenceOTU23022"
"7608","OTU-7608","4392747"
"7609","OTU-7609","New.CleanUp.ReferenceOTU14532"
"7610","OTU-7610","New.CleanUp.ReferenceOTU97695"
"7611","OTU-7611","New.ReferenceOTU232"
"7612","OTU-7612","New.CleanUp.ReferenceOTU43052"
"7613","OTU-7613","New.CleanUp.ReferenceOTU86495"
"7614","OTU-7614","New.CleanUp.ReferenceOTU88000"
"7615","OTU-7615","New.CleanUp.ReferenceOTU37174"
"7616","OTU-7616","New.CleanUp.ReferenceOTU24517"
"7617","OTU-7617","New.CleanUp.ReferenceOTU59278"
"7618","OTU-7618","New.CleanUp.ReferenceOTU49816"
"7619","OTU-7619","New.CleanUp.ReferenceOTU31611"
"7620","OTU-7620","New.CleanUp.ReferenceOTU12803"
"7621","OTU-7621","New.CleanUp.ReferenceOTU75273"
"7622","OTU-7622","New.CleanUp.ReferenceOTU58675"
"7623","OTU-7623","New.CleanUp.ReferenceOTU12510"
"7624","OTU-7624","New.CleanUp.ReferenceOTU51887"
"7625","OTU-7625","New.CleanUp.ReferenceOTU59596"
"7626","OTU-7626","New.CleanUp.ReferenceOTU61901"
"7627","OTU-7627","New.CleanUp.ReferenceOTU104770"
"7628","OTU-7628","New.CleanUp.ReferenceOTU97543"
"7629","OTU-7629","New.CleanUp.ReferenceOTU54781"
"7630","OTU-7630","New.CleanUp.ReferenceOTU72023"
"7631","OTU-7631","New.CleanUp.ReferenceOTU5119"
"7632","OTU-7632","New.CleanUp.ReferenceOTU26764"
"7633","OTU-7633","3333"
"7634","OTU-7634","New.CleanUp.ReferenceOTU51746"
"7635","OTU-7635","New.CleanUp.ReferenceOTU33241"
"7636","OTU-7636","New.CleanUp.ReferenceOTU88386"
"7637","OTU-7637","New.ReferenceOTU133"
"7638","OTU-7638","New.CleanUp.ReferenceOTU63813"
"7639","OTU-7639","New.CleanUp.ReferenceOTU91528"
"7640","OTU-7640","New.CleanUp.ReferenceOTU68057"
"7641","OTU-7641","712576"
"7642","OTU-7642","New.CleanUp.ReferenceOTU84042"
"7643","OTU-7643","New.ReferenceOTU28"
"7644","OTU-7644","430558"
"7645","OTU-7645","New.CleanUp.ReferenceOTU101574"
"7646","OTU-7646","New.CleanUp.ReferenceOTU54061"
"7647","OTU-7647","New.CleanUp.ReferenceOTU57933"
"7648","OTU-7648","New.CleanUp.ReferenceOTU101663"
"7649","OTU-7649","New.CleanUp.ReferenceOTU70900"
"7650","OTU-7650","550168"
"7651","OTU-7651","New.CleanUp.ReferenceOTU90060"
"7652","OTU-7652","New.CleanUp.ReferenceOTU2992"
"7653","OTU-7653","New.CleanUp.ReferenceOTU55666"
"7654","OTU-7654","New.CleanUp.ReferenceOTU6293"
"7655","OTU-7655","New.CleanUp.ReferenceOTU32275"
"7656","OTU-7656","1132781"
"7657","OTU-7657","New.CleanUp.ReferenceOTU40357"
"7658","OTU-7658","New.CleanUp.ReferenceOTU108776"
"7659","OTU-7659","New.CleanUp.ReferenceOTU90768"
"7660","OTU-7660","814133"
"7661","OTU-7661","New.CleanUp.ReferenceOTU14010"
"7662","OTU-7662","New.CleanUp.ReferenceOTU101907"
"7663","OTU-7663","New.CleanUp.ReferenceOTU20576"
"7664","OTU-7664","New.CleanUp.ReferenceOTU56873"
"7665","OTU-7665","New.CleanUp.ReferenceOTU23403"
"7666","OTU-7666","New.CleanUp.ReferenceOTU1532"
"7667","OTU-7667","New.CleanUp.ReferenceOTU106525"
"7668","OTU-7668","New.CleanUp.ReferenceOTU72009"
"7669","OTU-7669","New.CleanUp.ReferenceOTU78880"
"7670","OTU-7670","New.ReferenceOTU4"
"7671","OTU-7671","New.CleanUp.ReferenceOTU94121"
"7672","OTU-7672","New.CleanUp.ReferenceOTU95164"
"7673","OTU-7673","New.CleanUp.ReferenceOTU7785"
"7674","OTU-7674","New.CleanUp.ReferenceOTU7526"
"7675","OTU-7675","New.CleanUp.ReferenceOTU60740"
"7676","OTU-7676","New.CleanUp.ReferenceOTU43735"
"7677","OTU-7677","New.CleanUp.ReferenceOTU73984"
"7678","OTU-7678","New.CleanUp.ReferenceOTU13224"
"7679","OTU-7679","New.ReferenceOTU74"
"7680","OTU-7680","New.CleanUp.ReferenceOTU58219"
"7681","OTU-7681","New.CleanUp.ReferenceOTU98458"
"7682","OTU-7682","New.CleanUp.ReferenceOTU17811"
"7683","OTU-7683","New.CleanUp.ReferenceOTU71463"
"7684","OTU-7684","New.CleanUp.ReferenceOTU82653"
"7685","OTU-7685","New.CleanUp.ReferenceOTU2613"
"7686","OTU-7686","New.CleanUp.ReferenceOTU2781"
"7687","OTU-7687","New.CleanUp.ReferenceOTU3287"
"7688","OTU-7688","594168"
"7689","OTU-7689","579073"
"7690","OTU-7690","New.CleanUp.ReferenceOTU75108"
"7691","OTU-7691","New.CleanUp.ReferenceOTU2715"
"7692","OTU-7692","New.CleanUp.ReferenceOTU828"
"7693","OTU-7693","New.CleanUp.ReferenceOTU51681"
"7694","OTU-7694","New.CleanUp.ReferenceOTU65655"
"7695","OTU-7695","New.CleanUp.ReferenceOTU28391"
"7696","OTU-7696","New.CleanUp.ReferenceOTU71961"
"7697","OTU-7697","New.CleanUp.ReferenceOTU19594"
"7698","OTU-7698","New.CleanUp.ReferenceOTU70876"
"7699","OTU-7699","New.CleanUp.ReferenceOTU16592"
"7700","OTU-7700","843585"
"7701","OTU-7701","New.ReferenceOTU132"
"7702","OTU-7702","New.CleanUp.ReferenceOTU24771"
"7703","OTU-7703","New.CleanUp.ReferenceOTU6047"
"7704","OTU-7704","New.CleanUp.ReferenceOTU34963"
"7705","OTU-7705","New.CleanUp.ReferenceOTU105924"
"7706","OTU-7706","New.CleanUp.ReferenceOTU100728"
"7707","OTU-7707","New.CleanUp.ReferenceOTU64661"
"7708","OTU-7708","New.CleanUp.ReferenceOTU82413"
"7709","OTU-7709","New.CleanUp.ReferenceOTU85642"
"7710","OTU-7710","New.CleanUp.ReferenceOTU92699"
"7711","OTU-7711","New.CleanUp.ReferenceOTU8553"
"7712","OTU-7712","New.CleanUp.ReferenceOTU61050"
"7713","OTU-7713","New.CleanUp.ReferenceOTU28370"
"7714","OTU-7714","551717"
"7715","OTU-7715","New.CleanUp.ReferenceOTU70748"
"7716","OTU-7716","New.CleanUp.ReferenceOTU41648"
"7717","OTU-7717","New.CleanUp.ReferenceOTU96290"
"7718","OTU-7718","New.CleanUp.ReferenceOTU41454"
"7719","OTU-7719","New.CleanUp.ReferenceOTU5060"
"7720","OTU-7720","New.CleanUp.ReferenceOTU15391"
"7721","OTU-7721","New.CleanUp.ReferenceOTU101401"
"7722","OTU-7722","New.CleanUp.ReferenceOTU35372"
"7723","OTU-7723","New.CleanUp.ReferenceOTU108520"
"7724","OTU-7724","New.CleanUp.ReferenceOTU42242"
"7725","OTU-7725","New.CleanUp.ReferenceOTU90318"
"7726","OTU-7726","New.CleanUp.ReferenceOTU63811"
"7727","OTU-7727","New.CleanUp.ReferenceOTU2782"
"7728","OTU-7728","New.CleanUp.ReferenceOTU102810"
"7729","OTU-7729","New.CleanUp.ReferenceOTU97426"
"7730","OTU-7730","New.CleanUp.ReferenceOTU74418"
"7731","OTU-7731","New.CleanUp.ReferenceOTU100686"
"7732","OTU-7732","New.CleanUp.ReferenceOTU9736"
"7733","OTU-7733","New.CleanUp.ReferenceOTU5503"
"7734","OTU-7734","New.CleanUp.ReferenceOTU3853"
"7735","OTU-7735","New.CleanUp.ReferenceOTU108196"
"7736","OTU-7736","New.CleanUp.ReferenceOTU69584"
"7737","OTU-7737","New.CleanUp.ReferenceOTU107965"
"7738","OTU-7738","New.CleanUp.ReferenceOTU36009"
"7739","OTU-7739","New.CleanUp.ReferenceOTU108075"
"7740","OTU-7740","4253236"
"7741","OTU-7741","New.CleanUp.ReferenceOTU31858"
"7742","OTU-7742","New.CleanUp.ReferenceOTU46332"
"7743","OTU-7743","New.ReferenceOTU96"
"7744","OTU-7744","New.CleanUp.ReferenceOTU29522"
"7745","OTU-7745","New.CleanUp.ReferenceOTU36212"
"7746","OTU-7746","New.CleanUp.ReferenceOTU9311"
"7747","OTU-7747","558480"
"7748","OTU-7748","New.CleanUp.ReferenceOTU102533"
"7749","OTU-7749","New.CleanUp.ReferenceOTU82395"
"7750","OTU-7750","New.CleanUp.ReferenceOTU17416"
"7751","OTU-7751","New.CleanUp.ReferenceOTU22317"
"7752","OTU-7752","New.CleanUp.ReferenceOTU23796"
"7753","OTU-7753","New.CleanUp.ReferenceOTU90963"
"7754","OTU-7754","New.CleanUp.ReferenceOTU54996"
"7755","OTU-7755","New.CleanUp.ReferenceOTU39143"
"7756","OTU-7756","New.CleanUp.ReferenceOTU90715"
"7757","OTU-7757","New.CleanUp.ReferenceOTU53374"
"7758","OTU-7758","New.CleanUp.ReferenceOTU8740"
"7759","OTU-7759","New.CleanUp.ReferenceOTU72952"
"7760","OTU-7760","New.CleanUp.ReferenceOTU16453"
"7761","OTU-7761","New.CleanUp.ReferenceOTU41038"
"7762","OTU-7762","New.CleanUp.ReferenceOTU76992"
"7763","OTU-7763","New.CleanUp.ReferenceOTU88230"
"7764","OTU-7764","New.CleanUp.ReferenceOTU88986"
"7765","OTU-7765","New.CleanUp.ReferenceOTU78958"
"7766","OTU-7766","New.CleanUp.ReferenceOTU95960"
"7767","OTU-7767","New.CleanUp.ReferenceOTU37631"
"7768","OTU-7768","New.CleanUp.ReferenceOTU78029"
"7769","OTU-7769","New.CleanUp.ReferenceOTU103732"
"7770","OTU-7770","New.CleanUp.ReferenceOTU93788"
"7771","OTU-7771","New.CleanUp.ReferenceOTU91221"
"7772","OTU-7772","New.CleanUp.ReferenceOTU39722"
